id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to
88,Đau ngực,"Đau ngực là một triệu chứng rất phổ biến. Nhiều bệnh nhân nhận thức rõ rằng đây là một triệu chứng cảnh báo bệnh lý có khả năng gây đe doạ tính mạng, do đó, họ đến khám để đánh giá các triệu chứng dù là nhỏ nhất. Các bệnh nhân khác, dù tình trạng bệnh nghiêm trọng, vẫn coi thường, hoặc thậm chí bỏ qua các dấu hiệu cảnh báo này. Đau biểu hiện rất khác nhau (cả về tính chất và mức độ) giữa các cá thể, cũng như giữa nam và nữ. Tuy nhiên, không bao giờ nên bỏ qua triệu chứng đau ngực khi chưa giải thích được nguyên nhân.",[],,2022-01-12 12:28:32.824+00,1,1,2022-01-12 10:06:17.982+00,2022-01-12 12:28:32.837+00,
31,Mất thính giác đột ngột,"Điếc đột ngột là nghe kém tiếp nhận<br>từ vừa đến nặng phát triển đột ngột, trong vòng vài giờ hoặc được chú ý khi thức tỉnh. Nó ảnh hưởng đến khoảng 1/5000 đến 1 / 10.000 người mỗi năm. Nghe kém ban đầu thường là một bên (trừ khi do thuốc) và có thể ở mức độ nghiêm trọng từ nhẹ đến sâu. Nhiều người cũng có ù tai<br>, và một số có hoa mắt, chóng mặt<br>, hoặc cả hai.<br>Nghe kém đột ngột có một số nguyên nhân khác với nghe kém mạn tính và phải được giải quyết khẩn cấp (1<br>).",[],,2022-01-12 12:11:57.327+00,1,3,2022-01-12 10:06:17.478+00,2022-01-12 12:11:57.339+00,
28,Mất khứu giác,"<br><br>Hầu hết bệnh nhân bị mất khứu giác có nhận thức bình thường về các chất mặn, ngọt, chua và đắng nhưng không phân biệt được vị ngon, điều này chủ yếu phụ thuộc vào khứu giác. Do đó, họ thường phàn nàn về việc mất cảm giác vị giác (mất vị giác) và không thưởng thức đồ ăn.",[],,2022-01-12 12:37:40.344+00,1,1,2022-01-12 10:06:17.467+00,2022-01-12 12:37:40.356+00,
18,Yếu,"Liệt là một trong những lý do phổ biến nhất mà bệnh nhân đến gặp với các bác sỹ chăm sóc y tế ban đầu. Liệt là tình trạng mất cơ lực, mặc dù nhiều bệnh nhân còn sử dụng thuật ngữ này khi họ cảm thấy mệt mỏi hoặc có những hạn chế về chức năng (ví dụ do đau hoặc khớp hạn chế vận động) mặc dù cơ lực bình thường.<br>Liệt có thể ảnh hưởng đến một vài hoặc nhiều cơ và tiến triển đột ngột hoặc từ từ. Các triệu chứng khác có thể xuất hiện tùy thuộc vào nguyên nhân. Liệt các nhóm cơ đặc biệt có thể gây rối loạn vận nhãn, nói khó, khó nuốt, hoặc liệt hô hấp.",[],,2022-01-12 12:44:34.86+00,1,1,2022-01-12 10:06:17.346+00,2022-01-12 12:44:34.874+00,
134,Suy giảm thị lực,,,,2022-01-14 04:27:51.777+00,1,1,2022-01-14 04:27:50.409+00,2022-01-14 04:27:51.79+00,
137,Mồ hôi có màu bất thường,"mồ hôi có màu vàng nhạt hoặc trắng đục, có tính nhờn dính và khó rửa trôi. Mồ hôi thấm vào áo vùng nách dần dần sẽ hình thành những vệt ố vàng khó giặt sạch.",,,2022-01-14 04:29:15.219+00,3,3,2022-01-14 04:29:12.616+00,2022-01-14 04:29:15.231+00,
169,Thay đổi tâm lý,,,,2022-01-14 06:36:23.618+00,1,1,2022-01-14 06:36:21.578+00,2022-01-14 06:36:23.632+00,
214,Chảy nước dãi,,,,2022-01-14 07:29:49.689+00,1,1,2022-01-14 07:29:47.85+00,2022-01-14 07:29:49.705+00,
261,Tay và chân ngắn,,,,2022-01-14 08:34:50.841+00,3,3,2022-01-14 08:34:49.845+00,2022-01-14 08:34:50.854+00,
380,Ngứa mũi,,,,2022-01-15 05:36:42.824+00,1,1,2022-01-15 05:36:41.441+00,2022-01-15 05:36:42.838+00,
446,Giảm kích thước vú,,,,2022-01-15 08:31:54.107+00,3,3,2022-01-15 08:31:52.749+00,2022-01-15 08:31:54.122+00,
39,Đau mắt,"Đau mắt có thể được mô tả là cảm giác nhức, sắc hoặc như dao đâm và cần được phân biệt với các nguyên nhân gây kích thích bề mặt nhãn cầu hoặc cảm giác dị vật. Trong một số bệnh, đau nặng lên khi tiếp xúc với ánh sáng mạnh. Đau mắt có thể là triệu chứng của một bệnh năng và cần được đánh giá sớm. Nhiều nguyên nhân gây đau mắt cũng gây ra đỏ mắt.",[],,2022-01-12 12:28:24.863+00,1,1,2022-01-12 10:06:17.572+00,2022-01-12 12:28:24.875+00,
29,Đau tai,"Đau tai có thể xảy ra đơn độc hoặc cùng chảy dịch tai hoặc, hiếm khi, đi cùng nghe kém",[],,2022-01-12 12:29:20.5+00,1,1,2022-01-12 10:06:17.471+00,2022-01-12 12:29:20.512+00,
170,Phiền muộn,,,,2022-01-14 06:37:48.314+00,1,1,2022-01-14 06:37:45.842+00,2022-01-14 06:37:48.328+00,
447,Tăng kích thước âm vật,,,,2022-01-15 08:32:12.113+00,3,3,2022-01-15 08:32:10.855+00,2022-01-15 08:32:12.127+00,
324,Đau buốt,,,,2022-01-14 14:09:44.819+00,3,3,2022-01-14 14:09:36.112+00,2022-01-14 14:09:44.831+00,
505,Thay đổi màu sắc da ở dương vật,,,,2022-01-16 09:26:57.145+00,2,2,2022-01-16 09:26:55.639+00,2022-01-16 09:26:57.158+00,
325,Cảm giác ngứa ran bên trong cổ chân,,,,2022-01-14 14:10:04.154+00,3,3,2022-01-14 14:10:02.817+00,2022-01-14 14:10:04.169+00,
523,Núm vú tụt,,,,2022-01-16 10:33:20.511+00,2,2,2022-01-16 10:33:19.165+00,2022-01-16 10:33:20.525+00,
507,Đầu dương vật rỉ máu,,,,2022-01-16 09:27:51.009+00,2,2,2022-01-16 09:27:48.372+00,2022-01-16 09:27:51.023+00,
580,Gan sưng to,,,,2022-01-17 10:43:38.267+00,1,1,2022-01-17 10:43:36.725+00,2022-01-17 10:43:38.282+00,
624,Khàn giọng,,,,2022-01-18 02:27:30.664+00,1,1,2022-01-18 02:27:28.938+00,2022-01-18 02:27:30.678+00,
728,Đau xương,,,,2022-01-18 04:20:52.028+00,1,1,2022-01-18 04:20:50.284+00,2022-01-18 04:20:52.041+00,
730,Đau âm ỉ thượng vị,,,,2022-01-18 04:22:11.025+00,1,1,2022-01-18 04:22:09.628+00,2022-01-18 04:22:11.04+00,
45,Mắt đỏ,Đỏ mắt là tình trạng giãn của mạch máu trên bề mặt nhãn cầu.,[],,2022-01-12 12:37:31.556+00,1,1,2022-01-12 10:06:17.653+00,2022-01-12 12:37:31.567+00,
90,Đau cột sống cổ - cột sống thắt lưng,"Đau cột sống cổ, cột sống thắt lưng là những lý do đi khám phổ biến nhất. Phần này bao gồm đau cột sống cổ phía sau (không phải đau ở phía trước cổ) và không bao gồm hầu hết chấn thương lớn (ví dụ: gãy xương, bao gồm gãy xương đốt sống do loãng xương; trật khớp; mất vững<br>).","[""đau lưng"", ""đau cổ""]",,2022-01-12 12:07:43.757+00,1,1,2022-01-12 10:06:17.991+00,2022-01-13 09:46:19.207+00,
34,Khối ở cổ,"<br>Các triệu chứng ban đầu thường gặp của ung thư vùng đầu cổ bao gồm xuất hiện khối u không triệu chứng vùng cổ, loét niêm mạc có đau, tổn thương niêm mạc có thể nhìn thấy (ví dụ bạch sản, hồng sản), khàn tiếng và khó nuốt. Các triệu chứng muộn hơn phụ thuộc vào vị trí và mức lan rộng của khối u và bao gồm đau, dị cảm, liệt thần kinh, cứng hàm, và hơi thở hôi. Đau tai là một triệu chứng thường bị bỏ qua, do đau từ khối u nguyên phát. Sút cân do ăn kém; đau khi nuốt cũng rất thường gặp.",[],,2022-01-12 12:36:21.499+00,1,3,2022-01-12 10:06:17.544+00,2022-01-12 12:36:21.513+00,
138,Đầy hơi,,,,2022-01-14 04:32:13.982+00,1,1,2022-01-14 04:32:10.731+00,2022-01-14 04:32:13.997+00,
172,Chứng hoang tưởng,,,,2022-01-14 06:38:48.767+00,1,1,2022-01-14 06:38:47.147+00,2022-01-14 06:38:48.779+00,
176,Ho ông ổng,,,,2022-01-14 06:41:40.815+00,1,1,2022-01-14 06:41:38.039+00,2022-01-14 06:41:40.832+00,
216,Đau vùng bên trái bụng,,,,2022-01-14 07:32:51.04+00,1,1,2022-01-14 07:32:45.976+00,2022-01-14 07:32:51.057+00,
263,Hoa mắt,,,,2022-01-14 08:58:49.607+00,1,1,2022-01-14 08:58:46.904+00,2022-01-14 08:58:49.624+00,
316,Chậm phát triển,,,,2022-01-14 14:03:15.663+00,3,3,2022-01-14 14:03:14.576+00,2022-01-14 14:03:15.675+00,
382,Hạch bẹn sưng to và đau,,,,,1,1,2022-01-15 06:43:18.164+00,2022-01-15 06:43:18.177+00,
383,Tiểu đục,,,,2022-01-15 06:43:58.585+00,1,1,2022-01-15 06:43:57.091+00,2022-01-15 06:43:58.625+00,
448,Tăng khối lượng cơ bắp,,,,2022-01-15 08:32:27.709+00,3,3,2022-01-15 08:32:26.458+00,2022-01-15 08:32:27.725+00,
449,Giộng trầm,,,,2022-01-15 08:32:45.289+00,3,3,2022-01-15 08:32:43.731+00,2022-01-15 08:32:45.306+00,
524,Vùng dày bì dưới da,,,,2022-01-16 10:51:03.414+00,2,2,2022-01-16 10:51:01.74+00,2022-01-16 10:51:03.425+00,
581,Viêm đỏ hầu họng,,,,2022-01-17 10:45:32.716+00,1,1,2022-01-17 10:45:30.633+00,2022-01-17 10:45:32.729+00,
625,Đau vai gáy,,,,2022-01-18 02:30:03.74+00,1,1,2022-01-18 02:30:02.125+00,2022-01-18 02:30:03.757+00,
731,Nóng rát vùng thượng vị,,,,2022-01-18 04:22:19.906+00,1,1,2022-01-18 04:22:18.469+00,2022-01-18 04:22:19.917+00,
627,Cảm giác kiến bò trong người,,,,2022-01-18 02:31:16.198+00,1,1,2022-01-18 02:31:14.55+00,2022-01-18 02:31:16.208+00,
60,Buồn nôn,"(Buồn nôn và nôn ở trẻ sơ sinh và trẻ nhỏ<br>được thảo luận ở mục khác.)<br>Buồn nôn, cảm giác khó chịu cần nôn, biểu hiện nhận thức về kích thích (bao gồm kích thích phó giao cảm) vào trung tâm nôn ở hành tủy. Nôn là sự tống xuất mạnh chất chứa trong dạ dày do sự co thắt không tự chủ của cơ thành bụng khi cơ thắt tâm vị và cơ thắt thực quản dưới giãn.<br>Nôn nên được phân biệt với trào ngược (trớ ở trẻ em), đó là tình trạng di chuyển các chất chứa trong dạ dày mà không kèm theo buồn nôn hoặc co thắt cơ mạnh cơ thành bụng. Bệnh nhân có co thắt tâm vị hoặc hội chứng ""nhai lại"" hoặc túi thừa Zenker có thể trào thức ăn không tiêu hóa mà không buồn nôn.","[""nôn ói ở người lớn""]",Nam,2022-01-12 11:59:11.89+00,1,1,2022-01-12 10:06:17.758+00,2022-01-14 04:33:12.87+00,
35,Chảy nước ở tai,"Chảy dịch tai (otorrhea) là chảy dịch hoặc mủ ra ngoài ống tai Nó có thể là dịch, dịch nhày, hoặc mủ. Các triệu chứng liên quan có thể bao gồm đau tai, sốt, ngứa, chóng mặt<br>, ù tai<br>, và nghe kém<br>.",[],,2022-01-12 12:24:41.458+00,1,1,2022-01-12 10:06:17.551+00,2022-01-12 12:24:41.476+00,
173,Kích động,,,,2022-01-14 06:39:06.268+00,1,1,2022-01-14 06:39:04.71+00,2022-01-14 06:39:06.284+00,
103,Yếu cơ,,,,2022-01-14 03:20:00.437+00,3,3,2022-01-14 03:18:34.614+00,2022-01-14 03:20:00.454+00,
54,Tiêu chảy,"(Xem thêm Tổng quan về kém hấp thu<br>và xem Tổng quan về bệnh viêm ruột<br>. Tiêu chảy ở trẻ em<br>được thảo luận ở mục khác.)<br>Phân là 60 - 90% nước. Trong xã hội phương Tây, lượng phân là 100 đến 200 g/ ngày ở người lớn khỏe mạnh và 10g / kg / ngày ở trẻ sơ sinh, phụ thuộc vào lượng chất xơ không hấp thu được trong khẩu phần ăn (chủ yếu là carbohydrate). Ỉa chảy được định nghĩa là trọng lượng phân > 200 g/ ngày. Tuy nhiên, nhiều người cho rằng bất kỳ sự tăng lượng nước trong phân nào đều là ỉa chảy. Một cách khác, nhiều người ăn phải lượng lớn chất xơ tạo phân nhiều hơn nhưng không nghĩ mình bị tiêu chảy.",[],Nam,2022-01-12 12:43:30.641+00,1,1,2022-01-12 10:06:17.727+00,2022-01-14 07:13:53.244+00,
174,Sa sút trí tuệ,,,,2022-01-14 06:39:49.961+00,1,1,2022-01-14 06:39:47.939+00,2022-01-14 06:39:49.98+00,
264,Chóng mặt,,,,2022-01-14 08:59:27.363+00,1,1,2022-01-14 08:59:25.425+00,2022-01-14 08:59:27.383+00,
317,Điếc khi sinh,,,,2022-01-14 14:04:04.824+00,3,3,2022-01-14 14:04:03.399+00,2022-01-14 14:04:04.838+00,
218,Đau bắp chân,,,,2022-01-14 07:35:29.035+00,1,1,2022-01-14 07:35:26.871+00,2022-01-14 07:35:29.061+00,
217,Phù hai chi dưới,,,,2022-01-14 07:34:47.509+00,1,1,2022-01-14 07:34:46.088+00,2022-01-14 07:40:29.824+00,
320,Ngừng thở ngắn,,,,2022-01-14 14:07:07.139+00,3,3,2022-01-14 14:06:56.44+00,2022-01-14 14:07:07.159+00,
384,Đầu lớn bất thường,,,,2022-01-15 06:45:01.353+00,1,1,2022-01-15 06:45:00.046+00,2022-01-15 06:45:01.396+00,
385,Ngủ nhiều,,,,2022-01-15 06:45:35.463+00,1,1,2022-01-15 06:45:34.16+00,2022-01-15 06:45:35.49+00,
450,Suy tim phải,,,,2022-01-15 15:16:59.914+00,3,3,2022-01-15 15:16:58.093+00,2022-01-15 15:16:59.929+00,
525,Lỵ amip,,,,2022-01-16 11:21:27.762+00,2,2,2022-01-16 11:21:26.441+00,2022-01-16 11:21:27.773+00,
526,Phân lỏng,,,,2022-01-16 11:22:20.197+00,2,2,2022-01-16 11:22:17.855+00,2022-01-16 11:22:20.21+00,
626,Tê bì tay chân,,,,2022-01-18 02:30:38.971+00,1,1,2022-01-18 02:30:37.001+00,2022-01-18 02:30:38.998+00,
582,Rát họng,,,,2022-01-17 10:50:36.846+00,1,1,2022-01-17 10:50:35.248+00,2022-01-17 10:50:36.859+00,
732,Đau dữ dội vùng thượng vị,,,,2022-01-18 04:23:31.194+00,1,1,2022-01-18 04:23:29.622+00,2022-01-18 04:23:31.209+00,
143,Đau dương vật,,,,2022-01-14 04:41:30.559+00,3,3,2022-01-14 04:41:29.198+00,2022-01-14 04:41:30.571+00,
223,Loét da,,,,2022-01-14 07:41:56.153+00,1,1,2022-01-14 07:41:54.479+00,2022-01-14 07:41:56.165+00,
268,Thở nhanh,,,,2022-01-14 09:05:39.924+00,1,1,2022-01-14 09:05:38.128+00,2022-01-14 09:05:39.969+00,
327,Khó tập trung,,,,2022-01-14 14:14:27.901+00,3,3,2022-01-14 14:14:23.819+00,2022-01-14 14:14:27.912+00,
392,Không nghe tim thai,"Không nghe tim thai: khi khám thai ở giữa thai kỳ, không sờ thấy các phần thai, tim thai không nghe thấy.
",,,2022-01-15 06:58:40.026+00,2,2,2022-01-15 06:58:38.626+00,2022-01-15 06:58:40.043+00,
53,Táo bón ở trẻ em,"Táo bón chiếm đến 5% số lần thăm khám nhi khoa. Nó được định nghĩa là sự chậm trễ hoặc khó khăn khi đi ngoài.<br>Tần suất bình thường và độ ổn định của phân thay đổi theo tuổi của trẻ, và chế độ ăn uống; và cũng có sự khác biệt đáng kể giữa các trẻ.<br>Hầu hết (90%) trẻ sơ sinh thông thường đi ngoài phân xu trong 24 giờ đầu tiên khi ra đời. Trong tuần đầu tiên của cuộc đời, trẻ đi ngoài trung bình 4 đến 8 lần / ngày; trẻ bú mẹ thường có nhiều phân hơn so với trẻ ăn sữa công thức. Trong những tháng đầu đời, trẻ bú mẹ đi ngoài trung bình 3 lần / ngày, so với 2 lần / ngày đối với trẻ bú sữa công thức. Khi 2 tuổi, số lần đi ngoài đã giảm xuống <2 / ngày. Sau 4 tuổi, số lần đi ngoài > 1 / ngày.<br>Nhìn chung, những dấu hiệu của sự gắng sức (ví dụ, căng thẳng) ở trẻ nhỏ không có nghĩa là táo bón. Trẻ nhũ nhi có sự phát triển dần dần của khối cơ để hỗ trợ chuyển động ruột.",[],,2022-01-12 12:42:30.009+00,1,1,2022-01-12 10:06:17.694+00,2022-01-12 12:42:30.021+00,
104,Chuột rút,,,,2022-01-14 03:19:17.597+00,3,3,2022-01-14 03:19:16.201+00,2022-01-14 03:19:17.611+00,
139,Phân có máu,,,,2022-01-14 04:36:25.16+00,1,1,2022-01-14 04:36:23.22+00,2022-01-14 04:36:25.183+00,
140,Nước tiểu màu vàng,,,,2022-01-14 04:36:52.711+00,1,1,2022-01-14 04:36:50.764+00,2022-01-14 04:36:52.73+00,
175,Hạch ở cổ,,,,2022-01-14 06:41:16.216+00,1,1,2022-01-14 06:41:13.816+00,2022-01-14 06:41:16.231+00,
141,Khô da,,,,2022-01-14 04:37:53.5+00,1,1,2022-01-14 04:37:51.638+00,2022-01-14 04:37:53.514+00,
145,Buồn ngủ,,,,2022-01-14 04:43:03.217+00,1,1,2022-01-14 04:43:00.543+00,2022-01-14 04:43:03.241+00,
177,Khàn tiếng,,,,2022-01-14 06:41:57.243+00,1,1,2022-01-14 06:41:55.668+00,2022-01-14 06:41:57.258+00,
219,Răng bị đổi màu,,,,2022-01-14 07:36:59.251+00,2,2,2022-01-14 07:36:57.801+00,2022-01-14 07:36:59.272+00,
265,Đau ở vùng hạ sườn phải,,,,2022-01-14 09:02:02.314+00,2,2,2022-01-14 09:02:00.588+00,2022-01-14 09:02:02.338+00,
321,Xuất huyết kết mạc mắt,,,,2022-01-14 14:07:42.518+00,3,3,2022-01-14 14:07:40.748+00,2022-01-14 14:07:42.529+00,
386,Khóc thét,,,,2022-01-15 06:45:43.459+00,1,1,2022-01-15 06:45:41.972+00,2022-01-15 06:45:43.508+00,
388,Tiểu không tự chủ,,,,2022-01-15 06:47:07.027+00,1,1,2022-01-15 06:47:05.629+00,2022-01-15 06:47:07.043+00,
451,Suy tim trái,,,,2022-01-15 15:17:22.759+00,3,3,2022-01-15 15:17:21.163+00,2022-01-15 15:17:22.775+00,
583,Phì đại các hạch bạch huyết,,,,2022-01-17 10:56:30.451+00,1,1,2022-01-17 10:56:28.901+00,2022-01-17 10:56:30.469+00,
628,Bại liệt,,,,2022-01-18 02:31:40.645+00,1,1,2022-01-18 02:31:38.963+00,2022-01-18 02:31:40.662+00,
733,Tiêu chảy ra máu,,,,2022-01-18 04:26:11.011+00,1,1,2022-01-18 04:26:09.444+00,2022-01-18 04:26:11.021+00,
66,Đau bìu,"Đau bìu<br><br>Đau bìu có thể xảy ra ở nam giới ở mọi lứa tuổi, từ sơ sinh đến người cao tuổi.",[],,2022-01-12 12:25:48.417+00,1,1,2022-01-12 10:06:17.817+00,2022-01-12 12:25:48.43+00,
76,Đau ở vùng chậu trong giai đoạn đầu của thai kỳ,"Đau vùng chậu thường gặp trong giai đoạn đầu của thai kỳ và có thể kèm theo các rối loạn nghiêm trọng hoặc nhẹ. Một số bệnh lý gây ra đau vùng chậu cũng gây chảy máu âm đạo. Trong số các rối loạn này (ví dụ, vỡ thai ngoài tử cung, vỡ nang xuất huyết hoàng thể hoá), chảy máu có thể nghiêm trọng, đôi khi dẫn đến sốc mất máu.<br>Nguyên nhân gây đau phần trên và toàn bộ vùng bụng tương tự như ở bệnh nhân đau mà không mang thai.",[],,2022-01-12 12:29:01.06+00,1,1,2022-01-12 10:06:17.888+00,2022-01-12 12:29:01.072+00,
57,Khó nuốt,(Xem thêm Tổng quan Rối loạn Thực quản và Nuốt<br>.)<br><br>,[],,2022-01-12 12:36:39.984+00,1,1,2022-01-12 10:06:17.739+00,2022-01-12 12:36:40.002+00,
46,Chảy nước mắt,Quá nhiều nước mắt sẽ tạo cảm giác chảy nước mắt hoặc dẫn tới nước mắt chảy xuống má,[],,2022-01-12 12:24:33.49+00,1,1,2022-01-12 10:06:17.657+00,2022-01-12 12:24:33.515+00,
105,Chảy nước mũi,,,,2022-01-14 03:25:57.239+00,3,3,2022-01-14 03:25:55.778+00,2022-01-14 03:25:57.26+00,
142,Đãng trí,,,,2022-01-14 04:39:39.737+00,1,1,2022-01-14 04:39:38.103+00,2022-01-14 04:39:39.75+00,
179,Đau bụng,,,,2022-01-14 06:48:08.681+00,1,1,2022-01-14 06:48:00.357+00,2022-01-14 06:48:08.693+00,
220,Phù chân voi,,,,2022-01-14 07:40:41.146+00,1,1,2022-01-14 07:40:39.583+00,2022-01-14 07:40:41.159+00,
221,Đau khi đi tiểu,,,,2022-01-14 07:41:21.155+00,3,3,2022-01-14 07:41:18.087+00,2022-01-14 07:41:21.177+00,
266,Chậm tiêu,,,,2022-01-14 09:04:23.956+00,2,2,2022-01-14 09:04:22.598+00,2022-01-14 09:04:23.98+00,
222,"Da dày, cứng",,,,2022-01-14 07:41:46.37+00,1,1,2022-01-14 07:41:44.464+00,2022-01-14 07:41:46.384+00,
267,Hồi hộp,,,,2022-01-14 09:05:30.589+00,1,1,2022-01-14 09:05:28.75+00,2022-01-14 09:05:30.617+00,
387,Phản xạ chậm,,,,2022-01-15 06:46:15.715+00,1,1,2022-01-15 06:46:14.361+00,2022-01-15 06:46:15.729+00,
326,Sưng nề nhẹ quanh đầu xương,,,,2022-01-14 14:12:29.625+00,3,3,2022-01-14 14:12:21.199+00,2022-01-14 14:12:29.642+00,
452,Dịch chảy từ ống tai ngoài,,,,2022-01-15 15:20:30.751+00,3,3,2022-01-15 15:20:29.022+00,2022-01-15 15:20:30.769+00,
584,Hay nhiễm trùng,,,,2022-01-17 10:59:43.79+00,1,1,2022-01-17 10:59:41.955+00,2022-01-17 10:59:43.805+00,
585,Trắng lưỡi,,,,2022-01-17 11:00:13.921+00,1,1,2022-01-17 11:00:12.18+00,2022-01-17 11:00:13.941+00,
629,Đốm trên da,,,,2022-01-18 02:34:21.583+00,1,1,2022-01-18 02:34:19.49+00,2022-01-18 02:34:21.596+00,
734,Da mất cảm giác,,,,2022-01-18 04:36:47.041+00,1,1,2022-01-18 04:36:44.477+00,2022-01-18 04:36:47.052+00,
64,Đa niệu,"<br><br><br>Đa niệu là lượng nước tiểu > 3 L / ngày; đa niệu phải được phân biệt với tiểu nhiều lần<br>, đó là nhu cầu đi tiểu rất nhiều lần trong ngày hoặc ban đêm nhưng thể tích nước tiểu bình thường hoặc ít hơn bình thường. Một trong hai vấn đề kể trên có thể gây tiểu đêm.",[],,2022-01-12 12:25:39.069+00,1,1,2022-01-12 10:06:17.812+00,2022-01-12 12:25:39.084+00,
75,Đau ở vùng chậu,"Đau vùng chậu là cảm giác không thoải mái vùng bụng dưới mà nhiều phụ nữ phàn nàn về điều này. Cần phân biệt với đau tầng sinh môn, xảy ra ở bộ phận sinh dục ngoài và da vùng tầng sinh môn",[],,2022-01-12 12:28:51.411+00,1,1,2022-01-12 10:06:17.882+00,2022-01-12 12:28:51.424+00,
56,Khó tiêu,"Khó tiêu là cảm giác đau hoặc khó chịu ở phần trên ổ bụng; cảm giác này thường xuyên xảy ra. Nó có thể được mô tả như khó tiêu, đầy hơi, nhanh no, cảm giác đầy sau bữa ăn, cồn cào/bứt dứt, hoặc ợ nóng.",[],,2022-01-12 12:37:01.531+00,1,1,2022-01-12 10:06:17.739+00,2022-01-12 12:37:01.544+00,
91,Đau bụng ở trẻ em,"Hội chứng quấy khóc ở trẻ nhũ nhi là tình trạng quấy khóc thường xuyên và kéo dài mà không rõ lý do ở trẻ nhũ nhi khỏe mạnh.<br>Mặc dù thuật ngữ colic gợi ý nguyên nhân tại đường ruột, nhưng căn nguyên thật sự chưa rõ ràng.<br>Hội chứng này thường xuất hiện trong tháng đầu tiên, đạt mức đỉnh điểm vào khoảng 6 tuần tuổi, và tự nhiên hết vào lúc 3 đến 4 tháng tuổi. Các cơn khóc bất thường hoặc khó chịu thường xảy ra vào cùng thời điểm trong ngày hoặc ban đêm và diễn ra trong nhiều giờ mà không có lý do rõ ràng. Một vài trẻ nhỏ khóc gần như không ngừng. Việc khóc quá mức có thể gây ra hiện tượng nuốt hơi, dẫn đến đầy hơi và đầy bụng. Thông thường, trẻ đau bụng colic ăn uống và tăng cân bình thường, mặc dù việc quấy khóc nhiều có thể làm trẻ không bú được dẫn tới tình trạng đói quá mức. Hội chứng quấy khóc ở trẻ nhũ nhi không liên quan đến sự phát triển tính cách thích nài nỉ hay thiếu kiên nhẫn",[],Nam,2022-01-12 12:24:57.013+00,1,1,2022-01-12 10:06:17.998+00,2022-01-14 06:50:04+00,
106,Hắt hơi,,,,2022-01-14 03:26:46.618+00,3,3,2022-01-14 03:26:42.376+00,2022-01-14 03:26:46.633+00,
393,Cường giáp,"Cường giáp: lo lắng, nhịp tim nhanh, vã mồ hôi, run tay,… (7%).",,,2022-01-15 06:59:32.746+00,2,2,2022-01-15 06:59:30.957+00,2022-01-15 06:59:32.758+00,
454,Giảm thính lực,,,,2022-01-15 15:22:51.345+00,3,3,2022-01-15 15:22:49.168+00,2022-01-15 15:22:51.373+00,
455,Suy tim,,,,2022-01-15 15:24:38.99+00,3,3,2022-01-15 15:24:35.324+00,2022-01-15 15:24:39.004+00,
530,Phân nhạt màu,,,,2022-01-16 11:32:24.132+00,2,2,2022-01-16 11:32:22.407+00,2022-01-16 11:32:24.143+00,
586,Tiêu chảy nhiều lần,,,,2022-01-17 11:07:47.531+00,1,1,2022-01-17 11:07:46.084+00,2022-01-17 11:07:47.548+00,
630,Màu da khác xung quanh,,,,2022-01-18 02:35:07.846+00,1,1,2022-01-18 02:35:05.379+00,2022-01-18 02:35:07.865+00,
735,Mặt nổi cục sần sùi,,,,2022-01-18 04:37:36.793+00,1,1,2022-01-18 04:37:35.217+00,2022-01-18 04:37:36.807+00,
738,Da bóng mỡ,,,,2022-01-18 04:39:30.581+00,1,1,2022-01-18 04:39:28.777+00,2022-01-18 04:39:30.595+00,
50,Đau bụng cấp tính,"Đau bụng thường gặp và thường không nguy hiểm Tuy nhiên, đau bụng mức độ nặng, cấp tính luôn luôn là triệu chứng của bệnh lí trong ổ bụng. Nó có thể là chỉ điểm duy nhất cho biết cần phẫu thuật và phải được xem xét một cách nhanh chóng: hoại tử và thủng ruột<br>có thể xảy ra < 6 giờ sau khi xuất hiện các triệu chứng trong những tình trạng nhất định (ví dụ như gián đoạn cung cấp máu đường ruột do tắc nghẽn ruột hoặc tắc động mạch). Đau bụng đặc biệt phải quan tâm ở trẻ nhỏ hoặc người già và những người nhiễm HIV hoặc dùng thuốc ức chế miễn dịch (bao gồm cả corticoid).<br>Mô tả đau bụng trong y văn có nhiều hạn chế vì mọi người phản ứng với đau khác nhau. Một số bệnh nhân, đặc biệt người già thường chịu đau, trong khi những người khác lại cường điệu quá mức các triệu chứng của họ. Trẻ sơ sinh, trẻ nhỏ và một số người cao tuổi có thể gặp khó khăn trong việc xác định vị trí đau.<br>Thuật ngữ Bụng cấp tính chỉ các triệu chứng và các dấu hiệu nguy hiểm hoặc liên quan đến các tình trạng cần phải cân nhắc đến phẫu thuật.",[],,2022-01-12 12:07:07.975+00,1,3,2022-01-12 10:06:17.673+00,2022-01-12 12:07:07.988+00,
72,Phù chi dưới trong giai đoạn cuối của thai kỳ,Phù thường gặp trong giai đoạn muộn của thai kỳ. Nó thường liên quan đến chi dưới nhưng đôi khi xuất hiện như sưng nề hoặc sưng húp ở mặt hoặc bàn tay.,[],,2022-01-12 12:40:55.161+00,1,1,2022-01-12 10:06:17.838+00,2022-01-12 12:40:55.172+00,
107,Cơn gò tử cung,,,,2022-01-14 03:55:16.982+00,2,2,2022-01-14 03:32:53.558+00,2022-01-14 03:55:16.994+00,
